0.302500001932E+02 0.510839743734E-07
0.241654765269E+02 0.509581907328E-07
0.193454760524E+02 0.479581710528E-07
0.155271977701E+02 0.427457373459E-07
0.125024576028E+02 0.368369468923E-07
0.101063375710E+02 0.310393654577E-07
0.820819396537E+01 0.257458420054E-07
0.670453425736E+01 0.211126520807E-07
0.551337437314E+01 0.171663689522E-07
0.456976867417E+01 0.138670312964E-07
0.382226892462E+01 0.111446953830E-07
0.323011917798E+01 0.891992675703E-08
0.276103363961E+01 0.711472171938E-08
0.238943634761E+01 0.565782586548E-08
0.209506669406E+01 0.448685559587E-08
0.186187475537E+01 0.354866609921E-08
0.167714620195E+01 0.279881913668E-08
0.153080907451E+01 0.220064451666E-08
0.141488463041E+01 0.172417223302E-08
0.132305231843E+01 0.134508296784E-08
0.125030516326E+01 0.104374896176E-08
0.119267677003E+01 0.804394051518E-09
0.114702506450E+01 0.614377966794E-09
0.111086097765E+01 0.463597799407E-09
0.108221273412E+01 0.343994051785E-09
0.105951834505E+01 0.249146909226E-09
0.104154044372E+01 0.173948615619E-09
0.102729882060E+01 0.114339042176E-09
0.101601697933E+01 0.670931395295E-10
0.100707979981E+01 0.296506348204E-10
0.100000000000E+01 -.200877296256E-13
0.992920200193E+00 -.100000348535E-02
0.985313334204E+00 -.206462576172E-02
0.977149552643E+00 -.319604888793E-02
0.968398887493E+00 -.439621707718E-02
0.959031551324E+00 -.566678250857E-02
0.949018284280E+00 -.700904773581E-02
0.938330750206E+00 -.842390528437E-02
0.926941982039E+00 -.991177514878E-02
0.914826874979E+00 -.114725409903E-01
0.901962724098E+00 -.131054859135E-01
0.888329800779E+00 -.148092287315E-01
0.873911959897E+00 -.165816616434E-01
0.858697266945E+00 -.184198902444E-01
0.842678631499E+00 -.203201767908E-01
0.825854430630E+00 -.222778876707E-01
0.808229103338E+00 -.242874461157E-01
0.789813694935E+00 -.263422914064E-01
0.770626328828E+00 -.284348461375E-01
0.750692582520E+00 -.305564935238E-01
0.730045745132E+00 -.326975674206E-01
0.708726935426E+00 -.348473582294E-01
0.686785062362E+00 -.369941386743E-01
0.664276614586E+00 -.391252137357E-01
0.641265270856E+00 -.412269994323E-01
0.617821330032E+00 -.432851346103E-01
0.594020966554E+00 -.452846293313E-01
0.569945324873E+00 -.472100516522E-01
0.545679473653E+00 -.490457525064E-01
0.521311247131E+00 -.507761257333E-01
0.496930006451E+00 -.523858970089E-01
0.472625357617E+00 -.538604324761E-01
0.448485864673E+00 -.551860552076E-01
0.424597796752E+00 -.563503553003E-01
0.401043945728E+00 -.573424786172E-01
0.377902547440E+00 -.581533794141E-01
0.355246334463E+00 -.587760230352E-01
0.333141741977E+00 -.592055283437E-01
0.311648281637E+00 -.594392418779E-01
0.290818091056E+00 -.594767411496E-01
0.270695659840E+00 -.593197673098E-01
0.251317726667E+00 -.589720926089E-01
0.232713336489E+00 -.584393307418E-01
0.214904042583E+00 -.577287007942E-01
0.197904234826E+00 -.568487572233E-01
0.181721573586E+00 -.558090986743E-01
0.166357507683E+00 -.546200679629E-01
0.151807855086E+00 -.532924542951E-01
0.138063426050E+00 -.518372069832E-01
0.125110670280E+00 -.502651678098E-01
0.112932332202E+00 -.485868265353E-01
0.101508101697E+00 -.468121010098E-01
0.908152497226E-01 -.449501442672E-01
0.808292444484E-01 -.430091722469E-01
0.715243435918E-01 -.409963137928E-01
0.628741680522E-01 -.389174712149E-01
0.548522619253E-01 -.367771905546E-01
0.474326543270E-01 -.345785312446E-01
0.405904462110E-01 -.323229279332E-01
0.343024565300E-01 -.300100412664E-01
0.285479801802E-01 -.276376000052E-01
0.233097358182E-01 -.252012536185E-01
0.185751133231E-01 -.226944974402E-01
0.143378614258E-01 -.201088270833E-01
0.106003426174E-01 -.174344846882E-01
0.737627037511E-02 -.146625747522E-01
0.469301221728E-02 -.117899904444E-01
0.259030382577E-02 -.882897350286E-02
0.110856303955E-02 -.582080854813E-02
0.260763538121E-03 -.284414741938E-02
0.000000000000E+00 0.000000000000E+00
0.260763605917E-03 0.284414738978E-02
0.110856303955E-02 0.582080854813E-02
0.259030382577E-02 0.882897350286E-02
0.469301215373E-02 0.117899904167E-01
0.737627037511E-02 0.146625747522E-01
0.106003426174E-01 0.174344846881E-01
0.143378614511E-01 0.201088270705E-01
0.185751132615E-01 0.226944974823E-01
0.233097358182E-01 0.252012536185E-01
0.285479801802E-01 0.276376000051E-01
0.343024565299E-01 0.300100412664E-01
0.405904462110E-01 0.323229279332E-01
0.474326543308E-01 0.345785312389E-01
0.548522619253E-01 0.367771905546E-01
0.628741680522E-01 0.389174712149E-01
0.715243435918E-01 0.409963137928E-01
0.808292444476E-01 0.430091722487E-01
0.908152497226E-01 0.449501442672E-01
0.101508101697E+00 0.468121010098E-01
0.112932332202E+00 0.485868265353E-01
0.125110670280E+00 0.502651678103E-01
0.138063426050E+00 0.518372069832E-01
0.151807855086E+00 0.532924542951E-01
0.166357507683E+00 0.546200679629E-01
